"Local Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.01.2018 15:00";"6.0";"768.6";"771.7";"-1.3";"41";"Wind blowing from the north-northeast";"8";"";"15";"70 � 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-6.5";"Trace of precipitation";"6";"";"";"";"";
"25.01.2018 12:00";"5.3";"769.9";"773.1";"0.0";"41";"Wind blowing from the north-east";"8";"";"15";"60%.";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-6.9";"";"";"";"";"";"";
"25.01.2018 09:00";"4.5";"769.9";"773.1";"0.0";"48";"Wind blowing from the north-east";"7";"";"";"70 � 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"3.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-5.8";"Trace of precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"2.0";"";"";
"25.01.2018 06:00";"4.3";"769.9";"773.0";"-0.6";"44";"Wind blowing from the north-northeast";"8";"";"12";"60%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-6.9";"";"";"";"";"";"";
"25.01.2018 03:00";"3.9";"770.5";"773.6";"-0.5";"41";"Wind blowing from the north-northeast";"6";"";"14";"70 � 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-8.4";"Trace of precipitation";"6";"";"";"";"";
"25.01.2018 00:00";"3.6";"771.0";"774.1";"-0.1";"58";"Wind blowing from the north-east";"6";"";"14";"70 � 80%.";"Shower(s) of snow, or of rain and snow. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-3.9";"";"";"";"";"";"";
"24.01.2018 21:00";"4.3";"771.1";"774.2";"0.9";"49";"Wind blowing from the north-northeast";"8";"";"16";"70 � 80%.";"Shower(s) of rain and snow mixed, slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"5.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"-5.7";"2.0";"12";"";"";"";"";
"24.01.2018 18:00";"2.7";"770.2";"773.3";"0.5";"80";"Wind blowing from the north";"7";"";"16";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-0.5";"";"";"";"";"";"";
"24.01.2018 15:00";"4.3";"769.7";"772.9";"-0.2";"79";"Wind blowing from the north";"11";"16";"16";"90  or more, but not 100%";"Mist. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"1.0";"0.6";"6";"";"";"";"";
"24.01.2018 12:00";"4.7";"769.9";"773.0";"1.2";"66";"Wind blowing from the north";"9";"15";"15";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.2";"";"";"";"";"";"";
"24.01.2018 09:00";"4.2";"768.7";"771.8";"1.2";"62";"Wind blowing from the north";"7";"";"";"60%.";" ";"";"";"2.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-2.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"1.0";"";"";
"24.01.2018 06:00";"3.4";"767.5";"770.6";"0.3";"64";"Wind blowing from the north";"8";"";"12";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-2.9";"";"";"";"";"";"";
"24.01.2018 03:00";"4.5";"767.2";"770.3";"0.7";"57";"Wind blowing from the north";"5";"";"11";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-3.3";"No precipitation";"6";"";"";"";"";
"24.01.2018 00:00";"4.1";"766.5";"769.6";"0.9";"61";"Wind blowing from the north";"7";"";"11";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-2.9";"";"";"";"";"";"";
"23.01.2018 21:00";"4.2";"765.6";"768.7";"1.7";"67";"Wind blowing from the north";"6";"";"13";"70 � 80%.";" ";"";"";"";"6.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.5";"0.8";"12";"";"";"";"";
"23.01.2018 18:00";"4.5";"763.9";"766.9";"1.4";"70";"Wind blowing from the north";"8";"";"13";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-0.6";"";"";"";"";"";"";
"23.01.2018 15:00";"4.9";"762.5";"765.6";"0.6";"73";"Wind blowing from the north";"6";"";"12";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"0.4";"0.8";"6";"";"";"";"";
"23.01.2018 12:00";"3.7";"761.9";"765.0";"1.6";"86";"Wind blowing from the north";"6";"";"11";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Shower(s).";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.6";"";"";"";"";"";"";
"23.01.2018 09:00";"3.7";"760.3";"763.3";"1.9";"86";"Wind blowing from the north";"7";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"3.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"1.6";"0.6";"12";"Surface of ground wet (standing water in small or large pools on surface).";"3.0";"";"";
"23.01.2018 06:00";"4.4";"758.4";"761.5";"1.4";"78";"Wind blowing from the north";"8";"";"13";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"0.9";"";"";"";"";"";"";
"23.01.2018 03:00";"5.1";"757.0";"760.0";"2.2";"77";"Wind blowing from the north";"9";"";"20";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"1.4";"0.2";"6";"";"";"";"";
"23.01.2018 00:00";"4.6";"754.8";"757.8";"2.2";"86";"Wind blowing from the north";"11";"16";"20";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"2.4";"";"";"";"";"";"";
"22.01.2018 21:00";"5.9";"752.6";"755.6";"2.2";"87";"Wind blowing from the north-northwest";"14";"";"19";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"11.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.8";"3.0";"12";"";"";"";"";
"22.01.2018 18:00";"6.0";"750.4";"753.4";"1.9";"88";"Wind blowing from the north-northwest";"12";"";"17";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"4.1";"";"";"";"";"";"";
"22.01.2018 17:00";"6.0";"749.6";"752.6";"";"88";"Wind blowing from the north-northwest";"11";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"4.1";"";"";"";"";"";"";
"22.01.2018 15:00";"5.7";"748.5";"751.5";"0.4";"88";"Wind blowing from the north-northwest";"11";"";"17";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.8";"1.0";"6";"";"";"";"";
"22.01.2018 12:00";"7.3";"748.1";"751.1";"1.5";"90";"Wind blowing from the north-northwest";"11";"";"14";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.7";"";"";"";"";"";"";
"22.01.2018 09:00";"10.9";"746.6";"749.5";"-0.6";"80";"Wind blowing from the north-northeast";"3";"";"";"70 � 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.7";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.5";"2.0";"12";"Surface of ground wet (standing water in small or large pools on surface).";"8.0";"";"";
"22.01.2018 06:00";"8.7";"747.2";"750.2";"-0.7";"94";"Wind blowing from the north-northwest";"5";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"7.7";"";"";"";"";"";"";
"22.01.2018 03:00";"9.1";"747.9";"750.9";"-1.6";"89";"Wind blowing from the north";"6";"";"11";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"7.4";"0.6";"6";"";"";"";"";
"22.01.2018 00:00";"12.6";"749.5";"752.5";"-1.5";"67";"Wind blowing from the east-northeast";"2";"";"7";"70 � 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.5";"";"";"";"";"";"";
"21.01.2018 21:00";"12.4";"751.0";"754.0";"-1.8";"72";"Wind blowing from the east";"3";"";"9";"70 � 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"12.9";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.5";"2.0";"12";"";"";"";"";
"21.01.2018 18:00";"10.5";"752.8";"755.8";"-2.2";"88";"Wind blowing from the east";"3";"";"9";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.6";"";"";"";"";"";"";
"21.01.2018 15:00";"9.4";"755.0";"758.0";"-2.3";"88";"Wind blowing from the east-southeast";"4";"";"10";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"7.5";"2.0";"6";"";"";"";"";
"21.01.2018 12:00";"7.7";"757.3";"760.3";"-0.7";"83";"Wind blowing from the east-northeast";"4";"";"10";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.0";"";"";"";"";"";"";
"21.01.2018 09:00";"7.0";"758.0";"761.0";"0.1";"84";"Wind blowing from the north-east";"4";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Shower(s).";"5.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.5";"10.0";"12";"Surface of ground wet (standing water in small or large pools on surface).";"5.0";"";"";
"21.01.2018 06:00";"6.0";"757.9";"760.9";"2.4";"91";"Wind blowing from the north";"5";"";"17";"70 � 80%.";"Rain shower(s), slight. ";"Shower(s).";"Shower(s).";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.7";"";"";"";"";"";"";
"21.01.2018 03:00";"12.2";"755.5";"758.5";"0.3";"80";"Wind blowing from the south-west";"8";"";"13";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.9";"3.0";"6";"";"";"";"";
"21.01.2018 00:00";"11.7";"755.2";"758.2";"-0.7";"81";"Wind blowing from the west-southwest";"6";"";"13";"90  or more, but not 100%";"Rain shower(s), slight. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.6";"";"";"";"";"";"";
"20.01.2018 21:00";"11.8";"755.9";"758.9";"-0.8";"69";"Wind blowing from the south";"5";"";"11";"90  or more, but not 100%";" ";"";"";"";"12.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20�30%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.2";"No precipitation";"12";"";"";"";"";
"20.01.2018 18:00";"12.2";"756.7";"759.7";"-0.8";"69";"Wind blowing from the south";"7";"";"11";"70 � 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.6";"";"";"";"";"";"";
"20.01.2018 15:00";"12.3";"757.5";"760.5";"-1.3";"54";"Wind blowing from the south";"6";"";"12";"70 � 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.2";"No precipitation";"6";"";"";"";"";
"20.01.2018 12:00";"11.0";"758.8";"761.8";"0.0";"55";"Wind blowing from the south-southwest";"8";"";"12";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"2.3";"";"";"";"";"";"";
"20.01.2018 09:00";"8.5";"758.8";"761.8";"-0.3";"54";"Wind blowing from the south";"9";"";"";"50%.";" ";"";"";"7.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-0.3";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"4.0";"";"";
"20.01.2018 06:00";"8.3";"759.1";"762.1";"-0.6";"54";"Wind blowing from the south";"6";"";"10";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.5";"";"";"";"";"";"";
"20.01.2018 03:00";"7.6";"759.7";"762.7";"-0.3";"65";"Wind blowing from the south";"6";"";"10";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"1.3";"No precipitation";"6";"";"";"";"";
"20.01.2018 00:00";"8.3";"760.0";"763.0";"0.3";"61";"Wind blowing from the south";"7";"";"10";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.1";"";"";"";"";"";"";
"19.01.2018 21:00";"9.0";"759.7";"762.8";"-0.2";"53";"Wind blowing from the south";"6";"";"12";"no clouds";" ";"";"";"";"9.9";"";"";"";"";"";"10.0";"-0.2";"No precipitation";"12";"";"";"";"";
"19.01.2018 18:00";"9.0";"759.9";"763.0";"0.1";"58";"Wind blowing from the south";"8";"";"11";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.2";"";"";"";"";"";"";
"19.01.2018 15:00";"9.5";"759.8";"762.9";"0.4";"54";"Wind blowing from the south-southwest";"7";"";"11";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"0.5";"No precipitation";"6";"";"";"";"";
"19.01.2018 12:00";"8.0";"759.4";"762.5";"0.6";"59";"Wind blowing from the south-southwest";"8";"";"11";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"0.5";"";"";"";"";"";"";
"19.01.2018 09:00";"2.8";"758.8";"761.9";"0.7";"67";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"2.3";"";"";"";"";"";"";"10.0";"-2.7";"No precipitation";"12";"Surface of ground moist.";"-1.0";"";"";
"19.01.2018 06:00";"2.7";"758.1";"761.2";"0.8";"57";"Wind blowing from the west";"4";"";"6";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-5.0";"";"";"";"";"";"";
"19.01.2018 03:00";"3.1";"757.3";"760.4";"0.7";"67";"Wind blowing from the west";"3";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.6";"No precipitation";"6";"";"";"";"";
"19.01.2018 00:00";"4.1";"756.6";"759.7";"1.4";"60";"Wind blowing from the west";"4";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-3.1";"";"";"";"";"";"";
"18.01.2018 21:00";"5.7";"755.2";"758.3";"2.1";"61";"Wind blowing from the west-northwest";"4";"";"12";"20�30%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"6.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.3";"4.0";"12";"";"";"";"";
"18.01.2018 18:00";"6.0";"753.1";"756.1";"3.0";"71";"Wind blowing from the west-northwest";"3";"";"12";"60%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.0";"";"";"";"";"";"";
"18.01.2018 15:00";"5.6";"750.1";"753.1";"2.8";"73";"Wind blowing from the west-northwest";"7";"";"19";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.0";"3.0";"6";"";"";"";"";
"18.01.2018 12:00";"5.0";"747.3";"750.3";"4.0";"82";"Wind blowing from the north-west";"8";"";"14";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Shower(s).";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.1";"";"";"";"";"";"";
